,Nils chair,Johan chair,Yuquan chair,Yuquan laptop,Nils Backpack,trash can,Yuquan bag,Yuquan lamp,Yuquan water bottle,A bag on Johan's desk ,11,Johan monitor,Johan cup,Yuquan cup,Nils laptop,16,Pillow,Rares,occulus,lunch box ,Nils jacket,22,23,24,Johan backpack,Table cloth,27,Johan cap
0,0.9222985115179242,0.9603373775168546,0.871015526499824,0.6289129478193785,0.5475425163248839,0.4934559900324036,0.3269285476616829,0.08369495889934041,0.09309302543399603,0.11733480193756733,0.11219582338707598,0.4730530369153822,0.30600133888937286,0.21198076498695823,0.11969962230869183,0.10194537401517048,0.5027288471803082,0.14045478186387877,0.08354461737841648,0.21414392175062483,0.40154505901289345,0.09796549497911002,0.16753652193291288,0.15202223069820303,0.12287250641265772,0.060869298328411016,0.08040968415300545,0.13131658946774766
1,0.9185146683575492,0.9648816142953353,0.8684912567442513,0.6244219847908865,0.5408196214882905,0.5036229210020687,0.3324006860014943,0.08960696844541502,0.0942414266152817,0.1272908556741626,0.11208653213941171,0.4619772595638527,0.29315325143963095,0.2134885957131735,0.13093819677188634,0.09902576122620588,0.514059428997687,0.1514824350114074,0.09141552463249498,0.2093024085640875,0.39595862248698005,0.08903059606429532,0.16881297936767975,0.15829711819289283,0.11442609328438838,0.06685931209943427,0.08497471886959909,0.14897537937296965
2,0.9145516869639516,0.9645236360344352,0.8745895818245144,0.6156585432338992,0.5394069364080233,0.4849402578268083,0.33237157920541416,0.0809921850968531,0.10416908113558865,0.12548168567623508,0.09653437065055318,0.45897354615232533,0.293287188488734,0.21032908568366468,0.13207027679761368,0.084311988300618,0.5183415459592212,0.1384361484349657,0.08599613664754775,0.20995853619304805,0.40992927749926017,0.09867197053589842,0.1649334963208911,0.15043293215456216,0.10871713130271407,0.07756845512227484,0.09365155764454752,0.13418750470484206
3,0.9184928718209415,0.9657043577272766,0.8673221112028994,0.5988851248675113,0.5342315801053357,0.4813219302742432,0.333763524900904,0.07207547410996706,0.09296187706507544,0.11429347415482476,0.11086028545300694,0.463415443243629,0.30509554288791885,0.22728928784959485,0.1329907117639111,0.10050819405097275,0.5222372706877066,0.1343177051434946,0.08198861847409616,0.20696713863941762,0.39538557085771037,0.08978173228567544,0.17459944689301146,0.14184661835817847,0.10759880020976136,0.07023341222351581,0.08814388244770524,0.13626673251341395
4,0.9150314405319214,0.9649992695363885,0.8744448786759254,0.614595247773341,0.533555532425232,0.4761544907022405,0.3261720370439929,0.08230075484074353,0.09110331761255956,0.1243257157643984,0.11306900465241006,0.46461872617195665,0.2984912004793308,0.21124874259796775,0.1252157328075149,0.09482020380941172,0.5070026396880014,0.1375619895228769,0.09342308889970856,0.21429117410411808,0.41385231247074633,0.09390253912565168,0.1733548911340353,0.15629652749159048,0.10616961847728637,0.061632512949739746,0.09180539561752644,0.1436058471154151
5,0.9138035200843581,0.955861856597598,0.8646023050440105,0.6122303119174848,0.5396878209266558,0.48438709802356517,0.3351483741838296,0.08341029741514339,0.1010907524759674,0.1238423672259293,0.11069786952613285,0.4627383287243528,0.30458938635170796,0.229941983010231,0.12907985858745757,0.09941145877339172,0.5189258335429245,0.1514600330372437,0.09169770525192159,0.20085010345109824,0.39519314398428607,0.09930359199120496,0.17729983278629927,0.16277823946441625,0.10992216381501622,0.07160056737837114,0.09071040634365249,0.14229962793176718
6,0.9168911683054048,0.9582143633939169,0.8728713434335452,0.5760538048964754,0.5335680549963217,0.48515947189159603,0.33347021207920713,0.09329169697814871,0.09928613913612959,0.1266232449140881,0.10975586989701855,0.457667621627927,0.2975967067294591,0.22543223742520987,0.12064209485792661,0.08959027803405605,0.5016170857639975,0.1542558575172319,0.09456006832079417,0.20883755317115305,0.4019251508539564,0.09278940739719307,0.1805946185935103,0.15478559878248405,0.11242468040584346,0.06639003431680583,0.09725086263504373,0.14032616584593716
7,0.9166660679432314,0.963843147409087,0.876884397305561,0.6406950565366057,0.5308471044312097,0.4860445579449049,0.33330094636533536,0.08634154772651823,0.09727518210121178,0.10758546750395212,0.10963926624881089,0.45632685173570076,0.2929279391613566,0.2120325385524123,0.12213060928363857,0.09537595108452798,0.5081431363732917,0.1592416092994203,0.0921403966287157,0.20537650720335004,0.39889162231013814,0.09684264699447766,0.16743911359845856,0.1560644700682648,0.10858777970538787,0.061892542196584424,0.08824723891624481,0.1397223015595822
8,0.929540389659878,0.9685717691641693,0.8713596847115366,0.6209552012056423,0.5477541284981927,0.47268611875632277,0.32998750439759106,0.07273487038465688,0.07655134711537034,0.11983291612683725,0.1022050995056758,0.4635611167137226,0.30057373659255016,0.20268003268489623,0.11732228877103593,0.09188519279902449,0.5194794114098726,0.13044482304641375,0.0864011211565504,0.20826702526544089,0.4088217348808702,0.09446355268039672,0.1638859236151039,0.15083016293609047,0.11340799868125825,0.05976869725973956,0.08477396773020215,0.1323814884487609
9,0.9253940595274713,0.970337513320341,0.8829616211245165,0.7030521366537923,0.5613219070526566,0.496586310928296,0.336160764603323,0.07935793409356623,0.08446186905889871,0.11025900474807013,0.1032638895716695,0.4575696611584094,0.3086937492314498,0.20579226975772694,0.12071724730682447,0.09194421842021869,0.5084970332211183,0.14392814588553954,0.08357294625861682,0.21305331922577234,0.4174331853621087,0.09159067347806263,0.17953926895124328,0.14128041319940823,0.1025705414482229,0.057136071624335906,0.08183460013358293,0.14530154365455894
