,Nils chair,Johan chair,Yuquan chair,Yuquan laptop,Nils Backpack,trash can,Yuquan bag,Yuquan lamp,Yuquan water bottle,A bag on Johan's desk ,11,Johan monitor,Johan cup,Yuquan cup,Nils laptop,16,Pillow,Rares,occulus,lunch box ,Nils jacket,22,23,24,Johan backpack,Table cloth,27,Johan cap,calibration board,Nils bike helmet,Johan laptop,Nils cup,Johan jacket,box !!!,2nd backpack,couch,TV
0,0.9396649562344809,0.9531072844452111,0.9347153345384587,0.5957002422593523,0.5631685321254498,0.5531720586315721,0.3370894650157195,0.07589671270929017,0.05543048572304271,0.08451441834903241,0.051170137494248584,0.4464182527586643,0.3163332389734215,0.11081781229106306,0.06240596185344816,0.06258398247933593,0.4711689939576473,0.08133484880506302,0.05097086507316966,0.15616849744998101,0.35418248076244024,0.07492432257766767,0.1489551664899165,0.09089299547871567,0.08471492508077523,0.04325973583129037,0.0569112152017191,0.08932123306133494,0.3250492627919352,0.10050322297530846,0.25581329140553277,0.04975539866978068,0.18803530401592586,0.12912920922303583,0.19890250569900622,0.07376202923209686,0.06213153388420306
1,0.9379835850737933,0.9547355278213873,0.9342554140805077,0.5999541182178655,0.5625122813306155,0.5598985822341332,0.3310049145997519,0.0744416897486882,0.0548866003220134,0.07754034611297941,0.05143054740013506,0.4479097322368738,0.308619485342166,0.11613856461348483,0.0665278688025026,0.06534739117181151,0.4720103931443475,0.07610598481339166,0.04933972717048382,0.15895994841019842,0.3556394856019564,0.07728457379248133,0.1531612764408429,0.08988392469456602,0.0839422173560139,0.041144717776501735,0.05952114847929899,0.08596944215939843,0.32263283087427963,0.10089047707031819,0.25589007173975536,0.04758444526517766,0.20023324607851134,0.134023343393434,0.20073606557309887,0.07500739921978132,0.05617707391368189
2,0.9347904214570906,0.9520445206213304,0.932298978101184,0.5966537280030767,0.5585689237381419,0.5491321018804691,0.3303045218488115,0.07590644851735709,0.05300215195578403,0.08328920308558876,0.046231521434226146,0.4458078229920195,0.3155495648405571,0.11626588986391688,0.06143324989354107,0.06065169723854255,0.47030399288441244,0.07837625611162818,0.05166275813582957,0.16297951522613371,0.3520912381757521,0.07306268487055768,0.15174513994349031,0.08780948891512008,0.0849892571120729,0.04186405456330732,0.05933598061221341,0.0914190272619328,0.31993335131067313,0.0999173041717275,0.2500832100408185,0.04553541097354552,0.18992355627057259,0.12698673551636944,0.1956597771234177,0.07171717383703916,0.06092559174558532
3,0.9415617136104166,0.9527015094024806,0.9337618097429562,0.5972902640522659,0.5645858582344434,0.556052984843728,0.3325952360366379,0.07420654469383087,0.0542041577801756,0.08217464746921435,0.05531087024587124,0.4449952807831889,0.3101905704757622,0.11710435796432746,0.06285490548995254,0.06112983967148131,0.4724605749367191,0.08203218298239304,0.04617872926375644,0.15806731466121035,0.356959417777418,0.07425019147824322,0.1533902951904088,0.08850411460657721,0.0846269798746474,0.03600262363338426,0.055392799717340735,0.0870814194881733,0.3197976280065118,0.10016042737711169,0.24774309050289503,0.05046963688913426,0.19549033599571491,0.13049840748498012,0.19524472844046123,0.07442340312373241,0.06242147161401695
4,0.9385900107537882,0.954796326215953,0.9350203262673707,0.6017866234020943,0.5566110256213923,0.5587445079269844,0.33007320274401253,0.07624175940511811,0.05410408168531156,0.08597153869635456,0.051120335467046044,0.4462549867556201,0.323657792232021,0.11994800515163102,0.0626462967648804,0.063559725244517,0.4684465549135958,0.0788226765398186,0.04981865526989316,0.15771336602925193,0.36083725161392577,0.0738732880241658,0.15448779391887077,0.09137097794827648,0.08510220727777915,0.041124778213844804,0.05487630401457569,0.07513438131294463,0.3243107611692364,0.10145246828171633,0.25399642892564284,0.04686254477721799,0.19764660156722832,0.12775973214099057,0.19827812447628326,0.07211207395804393,0.06369214661988276
5,0.9386048629539019,0.9547753708751544,0.9348559414473339,0.601336001683094,0.5625901541668441,0.5529092899252631,0.32984936645592766,0.07706115796556941,0.0550035870346064,0.07830542677855594,0.04970095548126447,0.44402221863562763,0.3114793336353597,0.11535469533203548,0.062213893854270584,0.06629133259428485,0.46579965071884827,0.08166600434240555,0.050983624365842875,0.15806533178207208,0.3550218660802702,0.07460026485705946,0.15157281136583942,0.0897332029945824,0.08521476469837266,0.03900460401418059,0.0538485248867494,0.08947045393589859,0.3250770705386033,0.10020926601689097,0.26014327557613864,0.04833347802139621,0.19021933654278078,0.1287418947458692,0.2016500812520289,0.07264736230164978,0.06339306575183135
6,0.939295602547163,0.9565175816409679,0.9328183215005186,0.5969306296951031,0.5652373770464739,0.5540735563204979,0.32909493691863567,0.07431290723226833,0.05627703211099548,0.08197516008538196,0.050446963433465566,0.4504081804665027,0.32556969759811444,0.11531613423283664,0.06452847518697662,0.06365562636641434,0.4751893581205354,0.07859070953195907,0.05196600241547672,0.16435183258543243,0.3562764834002388,0.07552801536972714,0.1584771707902084,0.09555443345410014,0.08458311481209545,0.03638143773843043,0.05414387799121462,0.09350511780140099,0.32226627221537774,0.10190609109474125,0.24608211839816022,0.04917958253877517,0.1909566035753528,0.12931869380023087,0.20122782572445566,0.07132724060628914,0.06311358860443947
7,0.9439397319629866,0.955176682626083,0.9346174409102013,0.6101940441604778,0.5369853994424986,0.5613829047219673,0.33813181863498426,0.07229058792952783,0.052808053221574607,0.0742764314358807,0.04150856482041229,0.45094958566714266,0.30156640378200383,0.1330697532645337,0.06293239196036575,0.05732973306169204,0.47254657275846074,0.07891910755813783,0.04964781114812525,0.18050806425623855,0.3623429416500634,0.07212515702335423,0.14845111780972817,0.08629341164221514,0.08494525024914802,0.040780792070809986,0.05758017752327627,0.07941414182950537,0.3114448488399939,0.10046149524774173,0.26410755245376827,0.05092684155594473,0.20910673509022237,0.12626229434945901,0.18719382659248393,0.06578330870165365,0.0523315901261616
8,0.9473099916616615,0.9567763681522063,0.9420056449791592,0.6062225600514658,0.5484006141354,0.5533154462423324,0.34270274522533795,0.06788686228702183,0.04927157290616051,0.07008619093490587,0.035906720405098166,0.4619979479241602,0.3161810094213805,0.11610851894984531,0.059068860626563725,0.052237173912055505,0.47116276097202375,0.06716445850436113,0.04036047272454041,0.14116063308361645,0.34956325346313877,0.06881633607250548,0.1410028993278308,0.08323192099907013,0.079188040044665,0.03240557303080995,0.04594662199214473,0.06178449313686149,0.2997789850712902,0.0951568374547183,0.26400946935635816,0.040453219672974036,0.2120220717321273,0.13260955323070056,0.2173042141755962,0.06168268813266632,0.047197287613082214
9,0.9475220449480644,0.9581899073921201,0.9451652309813963,0.6370997280313274,0.6044115240896026,0.5627876058345262,0.35319152686598043,0.08708767462600303,0.050723852290666824,0.06761539018859943,0.032548935619677144,0.45358061497131963,0.34359250255268814,0.1216222642619927,0.06037417270770632,0.04747120185938497,0.47219190245566395,0.06865006202971687,0.03894126260086636,0.17848216508630338,0.3985042668066105,0.06917073296329634,0.15207098948264725,0.07977666896115347,0.07796509817349641,0.030753779413340513,0.044923042461295803,0.10932757470913822,0.35118850808890867,0.09594307407608203,0.25914622426186035,0.06704523601686505,0.180250592147101,0.12917271414194562,0.18325032299448402,0.0634039451345667,0.04972323971175631
